record_id,source,theme,sentiment,priority,signal_tags,is_noise
NOVA-000881,support_ticket,app_performance,negative,medium,,False
NOVA-000865,app_review,onboarding_kyc,negative,medium,,False
NOVA-001111,support_ticket,customer_support,positive,low,,False
NOVA-001037,email,fees_pricing,negative,medium,,False
NOVA-000907,app_review,customer_support,negative,medium,,False
NOVA-000995,call_center,ui_ux,neutral,low,,False
NOVA-001169,app_review,security_fraud,negative,medium,,False
NOVA-001371,survey,ui_ux,negative,medium,conflict_ui_redesign,False
NOVA-000847,social,fees_pricing,neutral,low,,False
NOVA-000802,social,ui_ux,negative,medium,,False
NOVA-001179,social,card_issues,neutral,low,,False
NOVA-001404,app_review,ui_ux,neutral,low,edge_case,False
NOVA-001155,survey,payments_transactions,positive,low,,False
NOVA-001009,support_ticket,rewards_cashback,negative,medium,,False
NOVA-001072,social,customer_support,positive,low,,False
NOVA-001304,call_center,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001300,support_ticket,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-000866,social,onboarding_kyc,negative,medium,,False
NOVA-001034,social,fees_pricing,positive,low,,False
NOVA-000923,app_review,app_performance,negative,medium,,False
NOVA-001225,email,payments_transactions,negative,medium,,False
NOVA-000944,survey,feature_request,neutral,low,,False
NOVA-001049,app_review,security_fraud,negative,medium,,False
NOVA-000863,survey,customer_support,positive,low,,False
NOVA-001277,survey,app_performance,negative,medium,,False
NOVA-000934,survey,ui_ux,negative,medium,,False
NOVA-000920,call_center,app_performance,negative,medium,,False
NOVA-001006,support_ticket,feature_request,neutral,low,,False
NOVA-001237,call_center,customer_support,positive,low,,False
NOVA-000918,app_review,fees_pricing,negative,medium,,False
NOVA-000890,social,ui_ux,negative,medium,,False
NOVA-001118,social,card_issues,positive,low,,False
NOVA-001199,social,ui_ux,negative,medium,,False
NOVA-001267,social,onboarding_kyc,negative,medium,,False
NOVA-000914,support_ticket,security_fraud,neutral,low,,False
NOVA-001393,social,app_performance,negative,medium,edge_case,False
NOVA-001291,support_ticket,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-000896,survey,rewards_cashback,negative,medium,,False
NOVA-001129,email,customer_support,positive,low,,False
NOVA-001270,social,feature_request,neutral,low,,False
NOVA-001372,support_ticket,ui_ux,negative,medium,conflict_ui_redesign,False
NOVA-000977,support_ticket,app_performance,negative,medium,,False
NOVA-001208,social,app_performance,neutral,low,,False
NOVA-000891,app_review,security_fraud,negative,medium,,False
NOVA-000929,call_center,fees_pricing,positive,low,,False
NOVA-001093,survey,payments_transactions,negative,medium,,False
NOVA-001010,app_review,fees_pricing,positive,low,,False
NOVA-001305,support_ticket,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001289,app_review,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001173,app_review,ui_ux,positive,low,,False
NOVA-001355,survey,ui_ux,positive,low,conflict_ui_redesign,False
NOVA-001033,app_review,payments_transactions,negative,medium,,False
NOVA-001202,app_review,other,neutral,low,,True
NOVA-000964,social,feature_request,neutral,low,,False
NOVA-001246,call_center,rewards_cashback,positive,low,,False
NOVA-001403,call_center,app_performance,negative,medium,edge_case,False
NOVA-000805,social,app_performance,negative,medium,,False
NOVA-001160,support_ticket,other,neutral,low,,True
NOVA-001231,call_center,feature_request,neutral,low,,False
NOVA-000845,social,ui_ux,neutral,low,,False
NOVA-001238,app_review,rewards_cashback,negative,medium,,False
NOVA-001186,survey,rewards_cashback,positive,low,,False
NOVA-001361,survey,ui_ux,positive,low,conflict_ui_redesign,False
NOVA-001075,app_review,security_fraud,negative,medium,,False
NOVA-000975,survey,app_performance,negative,medium,,False
NOVA-001288,app_review,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001228,call_center,fees_pricing,negative,medium,,False
NOVA-001153,social,security_fraud,negative,medium,,False
NOVA-000832,social,app_performance,positive,low,,False
NOVA-001259,social,fees_pricing,negative,medium,,False
NOVA-001318,social,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-000924,survey,payments_transactions,negative,medium,,False
NOVA-001181,social,app_performance,negative,medium,,False
NOVA-001398,email,app_performance,negative,medium,edge_case,False
NOVA-000886,call_center,security_fraud,positive,low,,False
NOVA-001020,app_review,ui_ux,negative,medium,,False
NOVA-001249,support_ticket,onboarding_kyc,positive,low,,False
NOVA-001376,social,ui_ux,negative,medium,conflict_ui_redesign,False
NOVA-000833,app_review,customer_support,neutral,low,,False
NOVA-001098,social,app_performance,neutral,low,,False
NOVA-001245,call_center,rewards_cashback,negative,medium,,False
NOVA-001310,app_review,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001316,email,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001240,app_review,fees_pricing,negative,medium,,False
NOVA-001071,support_ticket,payments_transactions,positive,low,,False
NOVA-001375,email,ui_ux,negative,medium,conflict_ui_redesign,False
NOVA-001109,survey,security_fraud,negative,medium,,False
NOVA-001242,social,feature_request,neutral,low,,False
NOVA-001285,social,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-000987,social,rewards_cashback,negative,medium,,False
NOVA-000862,app_review,security_fraud,negative,medium,,False
NOVA-001380,support_ticket,ui_ux,negative,medium,conflict_ui_redesign,False
NOVA-001192,support_ticket,security_fraud,positive,low,,False
NOVA-001011,call_center,feature_request,neutral,low,,False
NOVA-001068,call_center,security_fraud,negative,medium,,False
NOVA-001148,call_center,onboarding_kyc,negative,medium,,False
NOVA-000903,call_center,security_fraud,negative,medium,,False
NOVA-001198,survey,card_issues,negative,medium,,False
NOVA-001074,support_ticket,card_issues,negative,medium,,False
NOVA-001149,call_center,fees_pricing,negative,medium,,False
NOVA-001017,social,fees_pricing,positive,low,,False
NOVA-001115,app_review,feature_request,neutral,low,,False
NOVA-000922,app_review,feature_request,neutral,low,,False
NOVA-001084,survey,security_fraud,positive,low,,False
NOVA-001113,email,onboarding_kyc,negative,medium,,False
NOVA-001332,social,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001000,email,ui_ux,neutral,low,,False
NOVA-001339,social,security_fraud,negative,high,emerging_phishing_security,False
NOVA-001069,support_ticket,ui_ux,positive,low,,False
NOVA-000858,survey,feature_request,neutral,low,,False
NOVA-001287,support_ticket,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001260,support_ticket,other,neutral,low,,True
NOVA-000825,survey,onboarding_kyc,negative,medium,,False
NOVA-001386,app_review,ui_ux,negative,medium,conflict_ui_redesign,False
NOVA-001018,app_review,ui_ux,negative,medium,,False
NOVA-000965,app_review,rewards_cashback,negative,medium,,False
NOVA-001054,app_review,payments_transactions,neutral,low,,False
NOVA-001257,support_ticket,rewards_cashback,negative,medium,,False
NOVA-001161,support_ticket,app_performance,positive,low,,False
NOVA-000919,call_center,card_issues,negative,medium,,False
NOVA-000817,call_center,security_fraud,positive,low,,False
NOVA-000836,survey,fees_pricing,negative,medium,,False
NOVA-001171,app_review,security_fraud,positive,low,,False
NOVA-001360,app_review,ui_ux,positive,low,conflict_ui_redesign,False
NOVA-001190,social,payments_transactions,positive,low,,False
NOVA-000935,app_review,card_issues,negative,medium,,False
NOVA-001388,survey,app_performance,negative,medium,edge_case,False
NOVA-001077,support_ticket,security_fraud,positive,low,,False
NOVA-001051,social,fees_pricing,negative,medium,,False
NOVA-001159,app_review,app_performance,positive,low,,False
NOVA-001248,support_ticket,rewards_cashback,negative,medium,,False
NOVA-001132,survey,feature_request,neutral,low,,False
NOVA-001176,call_center,card_issues,negative,medium,,False
NOVA-001330,social,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001344,social,security_fraud,negative,high,emerging_phishing_security,False
NOVA-001029,support_ticket,card_issues,positive,low,,False
NOVA-001359,social,ui_ux,positive,low,conflict_ui_redesign,False
NOVA-001073,support_ticket,customer_support,negative,medium,,False
NOVA-001235,email,customer_support,neutral,low,,False
NOVA-000950,app_review,rewards_cashback,negative,medium,,False
NOVA-000810,app_review,customer_support,positive,low,,False
NOVA-001328,support_ticket,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001241,app_review,app_performance,positive,low,,False
NOVA-001121,social,feature_request,neutral,low,,False
NOVA-000843,social,customer_support,negative,medium,,False
NOVA-000811,survey,card_issues,negative,medium,,False
NOVA-001162,app_review,customer_support,negative,medium,,False
NOVA-001349,call_center,security_fraud,negative,high,emerging_phishing_security,False
NOVA-001122,social,ui_ux,neutral,low,,False
NOVA-000892,app_review,feature_request,neutral,low,,False
NOVA-001391,app_review,customer_support,negative,medium,edge_case,False
NOVA-001089,app_review,app_performance,positive,low,,False
NOVA-001320,call_center,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-000974,email,customer_support,negative,medium,,False
NOVA-000894,survey,payments_transactions,negative,medium,,False
NOVA-001016,social,security_fraud,negative,medium,,False
NOVA-001223,support_ticket,card_issues,positive,low,,False
NOVA-001183,social,feature_request,neutral,low,,False
NOVA-001324,social,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-000846,support_ticket,feature_request,neutral,low,,False
NOVA-001150,survey,app_performance,positive,low,,False
NOVA-001147,call_center,onboarding_kyc,negative,medium,,False
NOVA-000814,app_review,card_issues,negative,medium,,False
NOVA-001130,app_review,app_performance,neutral,low,,False
NOVA-001331,app_review,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-000979,support_ticket,payments_transactions,negative,medium,,False
NOVA-001209,support_ticket,customer_support,negative,medium,,False
NOVA-001044,survey,app_performance,positive,low,,False
NOVA-000824,support_ticket,fees_pricing,negative,medium,,False
NOVA-001210,support_ticket,feature_request,neutral,low,,False
NOVA-000927,support_ticket,feature_request,neutral,low,,False
NOVA-001396,survey,customer_support,negative,medium,edge_case,False
NOVA-001219,support_ticket,fees_pricing,positive,low,,False
NOVA-000839,support_ticket,rewards_cashback,neutral,low,,False
NOVA-000803,support_ticket,card_issues,positive,low,,False
NOVA-001201,app_review,rewards_cashback,negative,medium,,False
NOVA-001004,support_ticket,onboarding_kyc,negative,medium,,False
NOVA-001233,support_ticket,customer_support,negative,medium,,False
NOVA-001112,app_review,feature_request,neutral,low,,False
NOVA-000826,support_ticket,onboarding_kyc,negative,medium,,False
NOVA-001319,social,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001152,social,fees_pricing,negative,medium,,False
NOVA-000897,support_ticket,onboarding_kyc,negative,medium,,False
NOVA-001250,call_center,feature_request,neutral,low,,False
NOVA-001082,email,rewards_cashback,negative,medium,,False
NOVA-001099,email,payments_transactions,negative,medium,,False
NOVA-001244,app_review,onboarding_kyc,neutral,low,,False
NOVA-000887,survey,ui_ux,negative,medium,,False
NOVA-001138,email,onboarding_kyc,positive,low,,False
NOVA-001236,app_review,security_fraud,negative,medium,,False
NOVA-000947,support_ticket,ui_ux,negative,medium,,False
NOVA-001066,app_review,security_fraud,neutral,low,,False
NOVA-001021,app_review,customer_support,negative,medium,,False
NOVA-001401,app_review,customer_support,negative,medium,edge_case,False
NOVA-000910,app_review,security_fraud,negative,medium,,False
NOVA-001275,call_center,fees_pricing,positive,low,,False
NOVA-001336,call_center,security_fraud,negative,high,emerging_phishing_security,False
NOVA-001194,support_ticket,ui_ux,positive,low,,False
NOVA-000921,survey,ui_ux,negative,medium,,False
NOVA-000958,social,payments_transactions,negative,medium,,False
NOVA-000861,app_review,security_fraud,negative,medium,,False
NOVA-000990,app_review,onboarding_kyc,neutral,low,,False
NOVA-001315,email,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-000816,survey,ui_ux,negative,medium,,False
NOVA-001043,app_review,rewards_cashback,positive,low,,False
NOVA-001256,app_review,onboarding_kyc,neutral,low,,False
NOVA-001094,social,payments_transactions,negative,medium,,False
NOVA-001193,email,rewards_cashback,neutral,low,,False
NOVA-001106,social,ui_ux,negative,medium,,False
NOVA-001024,app_review,app_performance,negative,medium,,False
NOVA-000830,social,fees_pricing,negative,medium,,False
NOVA-000961,app_review,other,neutral,low,,True
NOVA-001141,email,rewards_cashback,positive,low,,False
NOVA-001047,app_review,card_issues,positive,low,,False
NOVA-001145,email,onboarding_kyc,negative,medium,,False
NOVA-000925,app_review,customer_support,negative,medium,,False
NOVA-000842,social,security_fraud,negative,medium,,False
NOVA-001104,email,app_performance,positive,low,,False
NOVA-001125,call_center,onboarding_kyc,neutral,low,,False
NOVA-001157,app_review,customer_support,negative,medium,,False
NOVA-001265,support_ticket,app_performance,neutral,low,,False
NOVA-001323,support_ticket,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-000986,app_review,card_issues,negative,medium,,False
NOVA-001059,survey,app_performance,negative,medium,,False
NOVA-001078,support_ticket,app_performance,negative,medium,,False
NOVA-000851,call_center,security_fraud,positive,low,,False
NOVA-001222,social,feature_request,neutral,low,,False
NOVA-001258,call_center,fees_pricing,negative,medium,,False
NOVA-001364,call_center,ui_ux,positive,low,conflict_ui_redesign,False
NOVA-001140,support_ticket,security_fraud,negative,medium,,False
NOVA-000915,survey,onboarding_kyc,positive,low,,False
NOVA-001085,call_center,security_fraud,positive,low,,False
NOVA-001286,call_center,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-000855,app_review,ui_ux,positive,low,,False
NOVA-000932,email,app_performance,neutral,low,,False
NOVA-001309,app_review,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001283,app_review,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001200,call_center,ui_ux,positive,low,,False
NOVA-001008,social,card_issues,negative,medium,,False
NOVA-001056,survey,security_fraud,negative,medium,,False
NOVA-001299,support_ticket,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001216,survey,payments_transactions,negative,medium,,False
NOVA-000969,survey,onboarding_kyc,positive,low,,False
NOVA-001327,call_center,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001195,support_ticket,onboarding_kyc,neutral,low,,False
NOVA-001290,social,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-000812,app_review,app_performance,negative,medium,,False
NOVA-000916,app_review,security_fraud,negative,medium,,False
NOVA-001254,support_ticket,onboarding_kyc,negative,medium,,False
NOVA-001105,survey,rewards_cashback,negative,medium,,False
NOVA-000943,support_ticket,rewards_cashback,positive,low,,False
NOVA-001213,call_center,security_fraud,neutral,low,,False
NOVA-001102,email,feature_request,neutral,low,,False
NOVA-000880,call_center,card_issues,neutral,low,,False
NOVA-001070,support_ticket,feature_request,neutral,low,,False
NOVA-001203,survey,feature_request,neutral,low,,False
NOVA-001124,app_review,card_issues,positive,low,,False
NOVA-001180,support_ticket,rewards_cashback,negative,medium,,False
NOVA-001151,call_center,feature_request,neutral,low,,False
NOVA-001397,app_review,payments_transactions,neutral,low,edge_case_mixed_sentiment,False
NOVA-001378,survey,ui_ux,negative,medium,conflict_ui_redesign,False
NOVA-000933,app_review,ui_ux,negative,medium,,False
NOVA-001041,support_ticket,fees_pricing,negative,medium,,False
NOVA-001212,email,onboarding_kyc,neutral,low,,False
NOVA-001168,app_review,rewards_cashback,positive,low,,False
NOVA-001354,app_review,ui_ux,positive,low,conflict_ui_redesign,False
NOVA-001206,social,card_issues,neutral,low,,False
NOVA-000841,call_center,payments_transactions,negative,medium,,False
NOVA-001348,email,security_fraud,negative,high,emerging_phishing_security,False
NOVA-001053,social,card_issues,negative,medium,,False
NOVA-001226,social,payments_transactions,negative,medium,,False
NOVA-001040,support_ticket,payments_transactions,positive,low,,False
NOVA-001164,app_review,app_performance,positive,low,,False
NOVA-001146,survey,ui_ux,positive,low,,False
NOVA-001340,social,security_fraud,negative,high,emerging_phishing_security,False
NOVA-001341,social,security_fraud,negative,high,emerging_phishing_security,False
NOVA-000820,support_ticket,card_issues,positive,low,,False
NOVA-000884,social,customer_support,positive,low,,False
NOVA-000834,app_review,fees_pricing,negative,medium,,False
NOVA-001352,call_center,security_fraud,negative,high,emerging_phishing_security,False
NOVA-000908,call_center,app_performance,negative,medium,,False
NOVA-000931,survey,fees_pricing,negative,medium,,False
NOVA-001091,survey,fees_pricing,positive,low,,False
NOVA-001188,social,fees_pricing,negative,medium,,False
NOVA-001019,call_center,rewards_cashback,negative,medium,,False
NOVA-000878,support_ticket,onboarding_kyc,negative,medium,,False
NOVA-001014,call_center,security_fraud,negative,medium,,False
NOVA-001158,survey,card_issues,negative,medium,,False
NOVA-001092,social,onboarding_kyc,negative,medium,,False
NOVA-001015,social,feature_request,neutral,low,,False
NOVA-001229,call_center,app_performance,negative,medium,,False
NOVA-001329,social,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-000807,survey,fees_pricing,negative,medium,,False
NOVA-000956,social,feature_request,neutral,low,,False
NOVA-000823,app_review,feature_request,neutral,low,,False
NOVA-001351,call_center,security_fraud,negative,high,emerging_phishing_security,False
NOVA-001333,call_center,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001002,call_center,payments_transactions,positive,low,,False
NOVA-000942,app_review,customer_support,negative,medium,,False
NOVA-000997,support_ticket,feature_request,neutral,low,,False
NOVA-001116,survey,security_fraud,negative,medium,,False
NOVA-000848,social,feature_request,neutral,low,,False
NOVA-000901,call_center,customer_support,negative,medium,,False
NOVA-001273,call_center,ui_ux,negative,medium,,False
NOVA-000874,survey,payments_transactions,negative,medium,,False
NOVA-000937,call_center,customer_support,negative,medium,,False
NOVA-001126,app_review,customer_support,negative,medium,,False
NOVA-001170,social,card_issues,negative,medium,,False
NOVA-001175,email,app_performance,negative,medium,,False
NOVA-001026,call_center,payments_transactions,negative,medium,,False
NOVA-001166,app_review,customer_support,negative,medium,,False
NOVA-001139,social,customer_support,neutral,low,,False
NOVA-001230,call_center,security_fraud,neutral,low,,False
NOVA-000994,social,fees_pricing,positive,low,,False
NOVA-001370,survey,ui_ux,negative,medium,conflict_ui_redesign,False
NOVA-001307,support_ticket,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001227,support_ticket,card_issues,negative,medium,,False
NOVA-001090,call_center,security_fraud,negative,medium,,False
NOVA-001280,app_review,rewards_cashback,negative,medium,,False
NOVA-001407,survey,payments_transactions,neutral,low,edge_case_mixed_sentiment,False
NOVA-001081,call_center,card_issues,negative,medium,,False
NOVA-001142,support_ticket,security_fraud,negative,medium,,False
NOVA-000819,social,card_issues,positive,low,,False
NOVA-001064,support_ticket,ui_ux,negative,medium,,False
NOVA-001191,social,security_fraud,positive,low,,False
NOVA-001284,support_ticket,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001335,call_center,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001343,email,security_fraud,negative,high,emerging_phishing_security,False
NOVA-001268,call_center,app_performance,negative,medium,,False
NOVA-000864,call_center,payments_transactions,neutral,low,,False
NOVA-001100,app_review,payments_transactions,positive,low,,False
NOVA-001065,survey,card_issues,neutral,low,,False
NOVA-001255,call_center,security_fraud,negative,medium,,False
NOVA-001308,social,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001392,app_review,payments_transactions,neutral,low,edge_case_mixed_sentiment,False
NOVA-000968,app_review,ui_ux,neutral,low,,False
NOVA-001119,email,onboarding_kyc,negative,medium,,False
NOVA-000978,social,app_performance,neutral,low,,False
NOVA-001036,social,card_issues,negative,medium,,False
NOVA-001114,call_center,customer_support,negative,medium,,False
NOVA-001345,call_center,security_fraud,negative,high,emerging_phishing_security,False
NOVA-001007,call_center,feature_request,neutral,low,,False
NOVA-001030,support_ticket,fees_pricing,negative,medium,,False
NOVA-001217,app_review,feature_request,neutral,low,,False
NOVA-001261,call_center,payments_transactions,negative,medium,,False
NOVA-001067,social,payments_transactions,negative,medium,,False
NOVA-001123,social,onboarding_kyc,positive,low,,False
NOVA-000912,survey,onboarding_kyc,negative,medium,,False
NOVA-001061,app_review,app_performance,negative,medium,,False
NOVA-001297,support_ticket,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-000831,social,card_issues,negative,medium,,False
NOVA-001346,email,security_fraud,negative,high,emerging_phishing_security,False
NOVA-001088,app_review,ui_ux,negative,medium,,False
NOVA-001269,app_review,app_performance,negative,medium,,False
NOVA-001182,support_ticket,feature_request,neutral,low,,False
NOVA-001253,social,customer_support,negative,medium,,False
NOVA-001251,call_center,onboarding_kyc,positive,low,,False
NOVA-000806,support_ticket,card_issues,negative,medium,,False
NOVA-000885,app_review,rewards_cashback,positive,low,,False
NOVA-001060,survey,feature_request,neutral,low,,False
NOVA-000959,app_review,feature_request,neutral,low,,False
NOVA-000900,email,app_performance,negative,medium,,False
NOVA-000970,app_review,app_performance,negative,medium,,False
NOVA-001379,email,ui_ux,negative,medium,conflict_ui_redesign,False
NOVA-000835,app_review,payments_transactions,negative,medium,,False
NOVA-001046,app_review,rewards_cashback,negative,medium,,False
NOVA-000821,call_center,onboarding_kyc,negative,medium,,False
NOVA-001045,call_center,feature_request,neutral,low,,False
NOVA-001083,email,security_fraud,negative,medium,,False
NOVA-001063,app_review,other,neutral,low,,True
NOVA-001221,email,customer_support,positive,low,,False
NOVA-000982,call_center,rewards_cashback,neutral,low,,False
NOVA-000951,app_review,app_performance,positive,low,,False
NOVA-001107,app_review,security_fraud,negative,medium,,False
NOVA-000840,call_center,card_issues,neutral,low,,False
NOVA-001022,app_review,feature_request,neutral,low,,False
NOVA-001135,call_center,onboarding_kyc,negative,medium,,False
NOVA-000998,app_review,feature_request,neutral,low,,False
NOVA-001271,call_center,feature_request,neutral,low,,False
NOVA-001384,call_center,ui_ux,negative,medium,conflict_ui_redesign,False
NOVA-000828,call_center,ui_ux,negative,medium,,False
NOVA-001298,social,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-000952,email,security_fraud,negative,medium,,False
NOVA-001400,survey,payments_transactions,negative,medium,edge_case,False
NOVA-001128,app_review,card_issues,neutral,low,,False
NOVA-000875,call_center,card_issues,negative,medium,,False
NOVA-001337,social,security_fraud,negative,high,emerging_phishing_security,False
NOVA-000827,app_review,customer_support,negative,medium,,False
NOVA-001013,social,rewards_cashback,positive,low,,False
NOVA-000867,email,rewards_cashback,positive,low,,False
NOVA-001382,social,ui_ux,negative,medium,conflict_ui_redesign,False
NOVA-000905,social,security_fraud,neutral,low,,False
NOVA-001252,app_review,app_performance,positive,low,,False
NOVA-001389,social,ui_ux,neutral,low,edge_case,False
NOVA-001395,call_center,payments_transactions,negative,medium,edge_case,False
NOVA-001165,support_ticket,rewards_cashback,negative,medium,,False
NOVA-001039,app_review,app_performance,neutral,low,,False
NOVA-001005,app_review,onboarding_kyc,neutral,low,,False
NOVA-001295,app_review,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001350,social,security_fraud,negative,high,emerging_phishing_security,False
NOVA-001025,call_center,security_fraud,negative,medium,,False
NOVA-001303,support_ticket,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-000917,social,card_issues,negative,medium,,False
NOVA-001262,app_review,rewards_cashback,positive,low,,False
NOVA-001292,social,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-000873,support_ticket,card_issues,negative,medium,,False
NOVA-000926,call_center,payments_transactions,neutral,low,,False
NOVA-001003,app_review,app_performance,negative,medium,,False
NOVA-000955,social,rewards_cashback,negative,medium,,False
NOVA-001207,support_ticket,onboarding_kyc,negative,medium,,False
NOVA-001133,app_review,feature_request,neutral,low,,False
NOVA-000872,app_review,fees_pricing,positive,low,,False
NOVA-001184,support_ticket,other,neutral,low,,True
NOVA-001189,support_ticket,ui_ux,negative,medium,,False
NOVA-001322,app_review,app_performance,negative,urgent,emerging_payment_crash_v420,False
NOVA-001103,email,onboarding_kyc,negative,medium,,False
NOVA-001243,call_center,customer_support,positive,low,,False
NOVA-001031,social,app_performance,negative,medium,,False
NOVA-000876,app_review,onboarding_kyc,negative,medium,,False
NOVA-001293,support_ticket,app_performance,negative,urgent,emerging_payment_crash_v420,False
